web-scraper-order,web-scraper-start-url,bookurl,bookurl-href,booktitle,bookseries,booknumber,bookauthor,bookcoverart,booktagline,publication,wikipagetext
"1585612339-287","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Boyfriend_Trap","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Boyfriend_Trap","Stacey and the Boyfriend Trap","Baby-sitters Club: Friends Forever","6","Ann M. Martin, Suzanne Weyn","Jennifer Presant (cover design)","null","January 2000","What's a girl to do?"
"1585612411-405","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Too_Many_Boys","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Too_Many_Boys","Mary Anne and Too Many Boys","The Baby-Sitters Club","34","Ann M. Martin, Mary Lou Kennedy","Hodges Soileau","Two weeks of sun, fun — and boys galore!","May 1990","Dear Reader,"
"1585612897-1243","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Terrible_Truth","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Terrible_Truth","Claudia and the Terrible Truth","The Baby-Sitters Club","117","Ann M. Martin, Ellen Miles","Hodges Soileau","There are some troubles even the best baby-sitter can't fix.","March 1998","Claudia thinks he's hurting them. But saying or doing the wrong thing will only make matters worse. And what if she's mistaken?"
"1585613054-1531","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Abby_the_Bad_Sport","https://babysittersclub.fandom.com/wiki/Abby_the_Bad_Sport","Abby the Bad Sport","The Baby-Sitters Club","110","Ann M. Martin, Nola Thacker","Hodges Soileau","Is Abby a super jock or a super jerk?","August 1997","To find out more about Special Olympics and Unified Sports, contact your local Special Olympics office (listed in the phone book) or check out the Special Olympics website at http://www.specialolympics.org"
"1585612391-360","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_vs._Logan","https://babysittersclub.fandom.com/wiki/Mary_Anne_vs._Logan","Mary Anne vs. Logan","The Baby-Sitters Club","41","Ann M. Martin","Hodges Soileau","The Baby-sitters thought Mary Anne and Logan would be together forever...","February 1991","But when Mary Anne suggests that she and Logan see less of each other, Logan takes it all the wrong way."
"1585612959-1359","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Bad_Joke","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Bad_Joke","Claudia and the Bad Joke","The Baby-Sitters Club","19","Ann M. Martin","Hodges Soileau","This is one practical joke that really backfired!","December 1988","Claudia's not worried when she hears her newest baby-sitting charge, Betsy Sobak, is a great practical joker. After all, how much harm can one little girl do?"
"1585612191-71","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/The_Fire_at_Mary_Anne%27s_House","https://babysittersclub.fandom.com/wiki/The_Fire_at_Mary_Anne%27s_House","The Fire at Mary Anne's House","The Baby-Sitters Club","131","Ann M. Martin","Hodges Soileau","Can Mary Anne rise from the ashes?","May 1999","When Mary Anne is woken up in the middle of the night by her cat, Tigger, she immediately knows something's wrong. Then she smells the smoke … and hears her father yelling her name. Mary Anne's house is on fire – and she makes it out right before everything burns down."
"1585612568-636","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy%27s_Mystery_Admirer","https://babysittersclub.fandom.com/wiki/Kristy%27s_Mystery_Admirer","Kristy's Mystery Admirer","The Baby-Sitters Club","38","Ann M. Martin","Hodges Soileau","Who is sending Kristy love letters?","October 1990","Is Bart pulling a practical joke on Kristy? Or do the strange notes mean something more serious? Only the Baby-sitters can find out!"
"1585612983-1422","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Beware,_Dawn","https://babysittersclub.fandom.com/wiki/Beware,_Dawn","Beware, Dawn","The Baby-Sitters Club Mystery","2","Ann M. Martin, Ellen Miles","Hodges Soileau","Someone is out to scare Dawn!","November 1991","When Dawn babysits for the Prezziosos, the phone rings, but nobody's there & then the doorbell rings, but nobody's at the door, but she does find a note from Mr. X. Dawn doesn't tell anyone about the note because she'll think it'll ruin her chances of winning ""Sitter of the Month."" The same thing happens when she's sitting for the Rodowskys."
"1585612990-1435","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_Summer_Vacation","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_Summer_Vacation","Baby-sitters' Summer Vacation","Super Special","2","Ann M. Martin","Hodges Soileau","Good-bye, Stoneybrook...hello, Camp Mohawk!","July 1989","Baby-sitters Summer Vacation is the second book in the Baby-Sitters Club Super Special series."
"1585612394-368","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_to_the_Rescue","https://babysittersclub.fandom.com/wiki/Mary_Anne_to_the_Rescue","Mary Anne to the Rescue","The Baby-Sitters Club","109","Ann M. Martin, Peter Lerangis","Hodges Soileau","Logan's parents want to send him away...","June 1997","Mary Anne is even less prepared for Logan's shocking news: his parents want to send him away to boarding school. Effective immediately. It looks as though Mary Anne and Logan will be separated. Unless they can do something about it...before Logan is gone forever."
"1585612419-411","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Silent_Witness","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Silent_Witness","Mary Anne and the Silent Witness","The Baby-Sitters Club Mystery","24","Ann M. Martin, Ellen Miles","Hodges Soileau","He saw something...but he's too scared to say what.","April 1996","Mary Anne and the Silent Witness is the 24th book in The Baby-Sitters Club Mystery series."
"1585612387-354","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","Mary Anne's Bad-Luck Mystery","The Baby-Sitters Club","17","Ann M. Martin","Hodges Soileau","When is Mary Anne's bad luck going to end?","October 1988 (original) 
 September 1996 (reprint)","If the Baby-sitters don't solve this mystery soon, their bad luck might never stop!"
"1585612740-945","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Hello,_Mallory","https://babysittersclub.fandom.com/wiki/Hello,_Mallory","Hello, Mallory","The Baby-Sitters Club","14","Ann M. Martin","Hodges Soileau","Why are the BSC members making it so hard for Mallory to join their club?","June 1988 (original) 
 June 1996 (reprint)","Mallory Pike has always wanted to be a member of the Baby-sitters Club. The Baby-sitters are so much fun to be around and so grown-up. Now the club members have invited Mallory to a meeting. This might be her big chance!"
"1585612523-557","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Ghost_Cat","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Ghost_Cat","Mallory and the Ghost Cat","The Baby-Sitters Club Mystery","3","Ann M. Martin, Ellen Miles","Hodges Soileau","It looks and sounds like a cat — but is it real?","February 1992","Until Mallory and the girls continue to hear eerie cries coming from the attic. If Ghost Cat is sitting right there with them, who — or what — is upstairs in the attic?"
"1585612765-1008","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Two","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Two","Ducky, Diary Two","California Diaries","10","Ann M. Martin","null","Try. Again.","December 1998","The next, he's gone."
"1585612693-847","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi%27s_Secret_Language","https://babysittersclub.fandom.com/wiki/Jessi%27s_Secret_Language","Jessi's Secret Language","The Baby-Sitters Club","16","Ann M. Martin","Hodges Soileau","Jessi's learning a secret language for a very special child.","September 1988 (original) 
 August 1996 (reprint)","Will Jessi be able to keep the secret and pull off her special event? Of course she will — she's a member of the Baby-sitters Club!"
"1585613032-1496","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Amalia_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Amalia_(California_Diaries)","Amalia (California Diaries)","California Diaries","4","Ann M. Martin","Stieg Retlin (interior)","Love. Not.","December 1997","James is so into her that he can’t stand for her to be with anyone else. That should be a good thing, but what seemed kind of sweet at first is suddenly getting annoying and even kind of scary."
"1585612563-632","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy%27s_Worst_Idea","https://babysittersclub.fandom.com/wiki/Kristy%27s_Worst_Idea","Kristy's Worst Idea","The Baby-Sitters Club, Peter Lerangis","100","Ann M. Martin","Hodges Soileau","Could this be the end of the BSC?","September 1996",""
"1585612586-663","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy%27s_Big_Day","https://babysittersclub.fandom.com/wiki/Kristy%27s_Big_Day","Kristy's Big Day","The Baby-Sitters Club","6","Ann M. Martin","Hodges Soileau","Kristy's a baby-sitter — and a bridesmaid, too!","July 1987
 May 5, 2020 (reprint)","Kristy's mother gets married. Kristy is a bridesmaid, and the club sits for the children of the guests, which causes much chaos."
"1585612977-1398","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels","BSC Graphic Novels","null","null","null","null","null","null","When The Baby-sitters Club gets into a huge fight, Mary Anne is left to her own devices. She has to eat by herself in the school cafeteria, figure out how to make new friends, and deal with her overprotective father. But the worst happens when she finds herself in a baby-sitting emergency and can't turn to her friends for help. Will Mary Anne solve her problems and save The Baby-sitters Club from falling apart?"
"1585612484-481","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Miss_Priss","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Miss_Priss","Mary Anne and Miss Priss","The Baby-Sitters Club","73","Ann M. Martin, Jahnna Beecham and Malcolm Hillgartner","Hodges Soileau","Too perfect to play? Jenny thinks so.","March 1994","When the Pikes start a kickball team, Mary Anne wants Jenny to join. But there's no way she's going to play. And no one wants Miss Priss on their team, anyway. What will the Baby-sitters do with a kid who's too perfect?"
"1585612829-1115","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_and_the_We_Love_Kids_Club","https://babysittersclub.fandom.com/wiki/Dawn_and_the_We_Love_Kids_Club","Dawn and the We Love Kids Club","The Baby-Sitters Club","72","Ann M. Martin, Peter Lerangis","Hodges Soileau","This meeting will now not come to order!","February 1994 (original)
 May 1997 (reprint)","Dawn and the We Love Kids Club is the 72nd book in The Baby-Sitters Club series."
"1585612215-113","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)","Sunny (California Diaries)","California Diaries","2","Ann M. Martin","null","Living. Dying. Run.","August 1997","That's all I have to say. Good night."
